ctrl_uniprot,group_1,ctrl_half_life,ctrl_log_10_HL,os_uniprot,group_2,os_half_life,os_log_10_HL
P34914,ctrl,7.092543468,0.850802006,P24547,iso,4.038307304,0.606199364
Q6ZQ38,ctrl,7.092543468,0.850802006,P80316,iso,4.039742983,0.606353735
Q9CZR2,ctrl,7.088046758,0.850526574,P22907,iso,4.048378543,0.607281114
Q8QZR5,ctrl,7.083664334,0.850257974,P70168,iso,4.051265273,0.607590681
P61982,ctrl,7.083628138,0.850255754,P62196,iso,4.05272203,0.607746817
Q91V64,ctrl,7.083628138,0.850255754,P05132,iso,4.054156122,0.607900469
Q9WU79,ctrl,7.083628138,0.850255754,Q9DCN1,iso,4.059950216,0.608520708
Q9Z2Y8,ctrl,7.074807404,0.849714622,Q9QYJ0,iso,4.074532119,0.610077746
P27612,ctrl,7.057267601,0.848636586,Q61316,iso,4.080384644,0.610701104
Q04447,ctrl,7.048512353,0.848097465,Q8VE97,iso,4.080384644,0.610701104
Q8BK72,ctrl,7.039743054,0.847556808,P67871,iso,4.092152355,0.611951795
P62962,ctrl,7.033207147,0.847153409,Q61879,iso,4.095089775,0.612263427
A2ADY9,ctrl,7.031031207,0.847019026,Q9CWE0,iso,4.103988138,0.613206097
O88851,ctrl,7.031031207,0.847019026,P14685,iso,4.120357739,0.614934924
Q65CL1,ctrl,7.026683365,0.846750384,P56565,iso,4.121852362,0.615092432
P54923,ctrl,7.013672042,0.845945454,Q62523,iso,4.127841714,0.615723035
O70433,ctrl,7.005024564,0.845409663,Q7TMK9,iso,4.133848497,0.616354556
Q8R016,ctrl,7.000708816,0.845142014,Q8BH61,iso,4.133860824,0.616355851
P14115,ctrl,6.996363073,0.844872339,P46460,iso,4.139872788,0.616986996
Q9QZ88,ctrl,6.983463693,0.84407088,P54775,iso,4.139872788,0.616986996
P12970,ctrl,6.974890499,0.843537394,P97355,iso,4.142903903,0.61730486
P45591,ctrl,6.966303322,0.84300238,Q80X90,iso,4.151999069,0.618257247
Q8CHP8,ctrl,6.957772184,0.842470205,Q9R0Q7,iso,4.161121767,0.619210425
Q61598,ctrl,6.945014584,0.841673162,Q9WUZ7,iso,4.164171581,0.619528616
Q922Q1,ctrl,6.928077048,0.840612709,Q9D8W5,iso,4.16722587,0.61984704
Q62188,ctrl,6.925965663,0.840480334,Q9D6Z1,iso,4.170284642,0.620165699
P28650,ctrl,6.923890146,0.840350169,Q80UG5,iso,4.181025796,0.621282847
Q9D379,ctrl,6.923855564,0.840348,P0CW02,iso,4.194942812,0.622726045
Q8C1B7,ctrl,6.919639223,0.840083452,P26041,iso,4.194942812,0.622726045
P06801,ctrl,6.907020951,0.839290773,P17427,iso,4.207368801,0.624010582
Q8CIB5,ctrl,6.902825082,0.839026868,P60122,iso,4.213609443,0.624654279
Q9D6Y9,ctrl,6.902825082,0.839026868,Q8VDR9,iso,4.213609443,0.624654279
P48193,ctrl,6.894448617,0.838499539,Q9WV35,iso,4.213609443,0.624654279
P62331,ctrl,6.894448617,0.838499539,O35381,iso,4.229292342,0.626267706
Q02013,ctrl,6.869440756,0.836921382,Q3UTJ2,iso,4.229305245,0.626269031
Q9D5T0,ctrl,6.869406716,0.83691923,Q99J56,iso,4.232442942,0.626591112
Q9D7N3,ctrl,6.861145069,0.836396602,P00493,iso,4.232455864,0.626592438
P84099,ctrl,6.852869394,0.835872455,P80318,iso,4.23561118,0.626916086
Q99KK7,ctrl,6.852869394,0.835872455,P23591,iso,4.235624121,0.626917413
Q9DB29,ctrl,6.852869394,0.835872455,Q8R0N6,iso,4.238771204,0.627239975
Q8K4G5,ctrl,6.848705203,0.835608473,Q9Z2U1,iso,4.241935947,0.627564106
P18654,ctrl,6.840459492,0.835085275,Q9JHU4,iso,4.246704942,0.628052088
P70362,ctrl,6.836310365,0.834821771,Q01405,iso,4.26423528,0.629841159
Q8BZF8,ctrl,6.836310365,0.834821771,O35639,iso,4.267438176,0.630167238
O08638,ctrl,6.815841062,0.833519455,P15508,iso,4.278699506,0.631311787
Q9D819,ctrl,6.799493634,0.832476572,P97371,iso,4.280311233,0.631475349
Q8BTE0,ctrl,6.779210733,0.831179134,P63242,iso,4.283538332,0.631802658
P62855,ctrl,6.775168665,0.830920111,Q9QZ88,iso,4.285166953,0.631967747
Q9D1A2,ctrl,6.775135553,0.830917989,Q8BH58,iso,4.290020428,0.63245936
Q9D892,ctrl,6.775135553,0.830917989,Q91YQ5,iso,4.290020428,0.63245936
O35083,ctrl,6.763071329,0.830143968,P58252,iso,4.29326219,0.632787412
Q62000,ctrl,6.730956608,0.828076791,Q8VIJ6,iso,4.299760434,0.633444259
P15508,ctrl,6.715045877,0.827048984,Q91VI7,iso,4.30138807,0.633608626
Q922H4,ctrl,6.715045877,0.827048984,P97855,iso,4.30627838,0.634102101
Q99J09,ctrl,6.707151136,0.826538093,Q8K0D5,iso,4.30627838,0.634102101
P24549,ctrl,6.699210188,0.826023604,O88487,iso,4.309544768,0.634431397
Q3UM45,ctrl,6.691320319,0.82551182,O88492,iso,4.309558166,0.634432747
Q9QVP4,ctrl,6.68738235,0.825256155,Q9D0E1,iso,4.311179822,0.634596138
Q99PR8,ctrl,6.683449013,0.825000639,P56812,iso,4.316092434,0.635090737
P62889,ctrl,6.670681512,0.824170206,Q9Z2Y3,iso,4.330911207,0.63657928
P55264,ctrl,6.636607341,0.821946123,Q922B2,iso,4.345832088,0.638072942
Q02257,ctrl,6.636607341,0.821946123,Q6PAR5,iso,4.347494798,0.638239071
Q3TXS7,ctrl,6.636607341,0.821946123,Q9JMA1,iso,4.34915878,0.638405263
Q9D6F9,ctrl,6.636607341,0.821946123,Q5FWK3,iso,4.352490569,0.638737839
P08752,ctrl,6.624967676,0.821183764,Q99K41,iso,4.357497835,0.63923718
Q9QZ23,ctrl,6.619178943,0.820804122,P36916,iso,4.362516635,0.639737096
Q8BGI7,ctrl,6.605679684,0.81991751,O70310,iso,4.367560769,0.640238956
Q6P8M1,ctrl,6.598008458,0.819412868,P08113,iso,4.36922638,0.640404547
Q80X90,ctrl,6.586534969,0.818657002,P20029,iso,4.36922638,0.640404547
P63001,ctrl,6.575101314,0.817902449,Q9D2R6,iso,4.36924015,0.640405916
P63017,ctrl,6.559918047,0.816898414,O35344,iso,4.375984423,0.641075767
P99024,ctrl,6.559918047,0.816898414,Q8BIW1,iso,4.375984423,0.641075767
O54946,ctrl,6.544804741,0.815896694,Q9DC29,iso,4.375984423,0.641075767
Q5FW52,ctrl,6.544804741,0.815896694,Q9DCT8,iso,4.375984423,0.641075767
Q8BJY1,ctrl,6.542920473,0.815771642,Q8BR90,iso,4.382721836,0.641743908
E9Q401,ctrl,6.537274173,0.8153967,Q8K4G1,iso,4.386119144,0.642080425
Q6PD03,ctrl,6.525980036,0.814645741,O08788,iso,4.389507824,0.642415828
Q9DBL1,ctrl,6.522264905,0.814398434,P53811,iso,4.389507824,0.642415828
P98203,ctrl,6.514786087,0.81390016,Q91VR5,iso,4.389507824,0.642415828
Q14CH7,ctrl,6.492421783,0.812406726,Q9DCZ1,iso,4.406530073,0.644096738
Q99LP6,ctrl,6.48871438,0.812158658,Q08857,iso,4.409950378,0.644433703
Q6P1B1,ctrl,6.484980873,0.811908699,Q921L3,iso,4.413375997,0.644770929
P56399,ctrl,6.472053115,0.811042073,Q9CZR2,iso,4.421977477,0.645616526
P97429,ctrl,6.470210499,0.81091841,P35585,iso,4.437533566,0.647141651
P53986,ctrl,6.466528413,0.81067119,P12242,iso,4.444476237,0.647820589
Q14C51,ctrl,6.462850515,0.810424111,Q3U0V1,iso,4.444476237,0.647820589
Q00PI9,ctrl,6.455507256,0.809930374,Q9Z1E4,iso,4.449697514,0.648330489
Q8BTM8,ctrl,6.455507256,0.809930374,P09528,iso,4.451440667,0.648500589
Q9QUM9,ctrl,6.453674047,0.809807027,Q62261,iso,4.451440667,0.648500589
P16125,ctrl,6.446351615,0.80931399,Q9D0M5,iso,4.454931073,0.648840989
P62858,ctrl,6.444523602,0.809190819,Q9R1P0,iso,4.467205113,0.650035894
P63323,ctrl,6.440870685,0.80894458,Q3TW96,iso,4.47249439,0.650549804
P09541,ctrl,6.440840761,0.808942562,Q9R1P3,iso,4.476017904,0.650891815
P97370,ctrl,6.437192017,0.808696464,Q9CQV8,iso,4.493719079,0.652605919
P48410,ctrl,6.426300336,0.807961019,Q8C878,iso,4.497276128,0.652949554
O08529,ctrl,6.419039854,0.807470072,P63101,iso,4.499056765,0.653121473
P07901,ctrl,6.411795759,0.80697968,Q8R1Q8,iso,4.499056765,0.653121473
Q80UY1,ctrl,6.397297467,0.805996545,Q8R5J9,iso,4.504407147,0.653637639
P09242,ctrl,6.386540258,0.805265654,Q00519,iso,4.504421783,0.65363905
P51859,ctrl,6.38113115,0.804897671,Q3V1L4,iso,4.511575498,0.654328229
Q9DBC0,ctrl,6.375760519,0.804531996,Q8R081,iso,4.520549659,0.655191244
P70195,ctrl,6.372185118,0.804288384,Q9DCT1,iso,4.52236353,0.65536547
P49443,ctrl,6.365046332,0.803801569,O08547,iso,4.529574392,0.656057397
P23242,ctrl,6.361482935,0.803558366,Q810B6,iso,4.533173631,0.656402354
P56387,ctrl,6.361482935,0.803558366,P70336,iso,4.544065325,0.657444566
Q9R1P3,ctrl,6.352591871,0.802950955,P62821,iso,4.551345616,0.658139816
O88569,ctrl,6.347269153,0.802586915,Q8R123,iso,4.558664263,0.658837608
Q3V1L4,ctrl,6.329590998,0.801375648,Q9DBS1,iso,4.564157444,0.659360617
Q9EQ06,ctrl,6.326067177,0.801133799,Q921H8,iso,4.565976408,0.659533663
O08997,ctrl,6.322547277,0.800892085,Q921F2,iso,4.569663878,0.659884257
P58064,ctrl,6.319031293,0.800650506,P61080,iso,4.58073184,0.660934869
O70251,ctrl,6.304949021,0.799681579,P14602,iso,4.588115007,0.661634295
P62259,ctrl,6.304949021,0.799681579,Q6PDQ2,iso,4.591838336,0.66198659
Q9WUB3,ctrl,6.303200314,0.799561109,Q6ZWV3,iso,4.591838336,0.66198659
Q99L04,ctrl,6.297960008,0.799199899,P51660,iso,4.593694657,0.662162124
Q9DCS2,ctrl,6.290986473,0.798718751,P61222,iso,4.59555248,0.66233773
O09061,ctrl,6.270158218,0.7972785,O89053,iso,4.599272637,0.662689155
Q99K41,ctrl,6.263246081,0.796799475,P97370,iso,4.602998822,0.663040864
Q91WQ3,ctrl,6.232329124,0.79465038,Q6ZQ73,iso,4.602998822,0.663040864
Q9JJZ2,ctrl,6.228912738,0.794412247,P47758,iso,4.617964134,0.664450556
P62264,ctrl,6.215284565,0.793461017,Q922Q1,iso,4.623616665,0.66498182
Q9WVQ5,ctrl,6.198277554,0.79227102,P53612,iso,4.625483341,0.665157121
O08553,ctrl,6.194898387,0.792034187,Q8BFS6,iso,4.625483341,0.665157121
Q80UG5,ctrl,6.194898387,0.792034187,Q9CY27,iso,4.625483341,0.665157121
Q8BHN3,ctrl,6.188151096,0.791560909,Q62093,iso,4.629283051,0.665513736
Q99JY9,ctrl,6.181418486,0.791088147,O88544,iso,4.633058042,0.665867741
P62754,ctrl,6.178085205,0.790853894,Q99KJ8,iso,4.633058042,0.665867741
P17225,ctrl,6.174700511,0.790615898,P47857,iso,4.638716563,0.666397837
Q9CY27,ctrl,6.174700511,0.790615898,P35564,iso,4.640626523,0.666576618
Q8R081,ctrl,6.164678296,0.789910418,Q8BVA5,iso,4.640626523,0.666576618
Q60676,ctrl,6.154633913,0.789202226,Q2NL51,iso,4.65583791,0.667997852
P24452,ctrl,6.147973999,0.788732022,Q3U9G9,iso,4.65583791,0.667997852
Q149B8,ctrl,6.147973999,0.788732022,P84091,iso,4.659656351,0.668353889
Q9WVA4,ctrl,6.141301277,0.788260403,Q60936,iso,4.663481061,0.668710217
P82349,ctrl,6.114889466,0.786388611,Q8VCF0,iso,4.667312055,0.669066839
P49722,ctrl,6.112382049,0.786210492,P62204,iso,4.671149348,0.669423753
P58774,ctrl,6.108261415,0.785917615,P48193,iso,4.684645537,0.670676736
P63276,ctrl,6.088623636,0.784519129,P63001,iso,4.686593513,0.670857287
Q8VBW6,ctrl,6.088623636,0.784519129,Q8BZJ7,iso,4.686593513,0.670857287
Q7TQI3,ctrl,6.083733905,0.78417021,Q9WV60,iso,4.686593513,0.670857287
Q99LC8,ctrl,6.069111721,0.783125132,Q9D819,iso,4.688511396,0.671034976
Q62417,ctrl,6.062635511,0.782661459,P35235,iso,4.696262288,0.671752344
P58137,ctrl,6.056173107,0.78219828,P27659,iso,4.704054812,0.672472374
P32921,ctrl,6.049724465,0.781735595,Q64310,iso,4.706002991,0.672652199
Q3V3R4,ctrl,6.040077211,0.78104249,P56395,iso,4.711857223,0.673192122
Q9D7X3,ctrl,6.036868293,0.780811701,Q8R2Q4,iso,4.727556076,0.674636689
P28352,ctrl,6.030460676,0.78035049,P99024,iso,4.751277058,0.676810356
Q6NVE9,ctrl,6.030460676,0.78035049,O08582,iso,4.765240931,0.678084863
P22907,ctrl,6.027235761,0.78011818,Q8R326,iso,4.765240931,0.678084863
Q02248,ctrl,6.027235761,0.78011818,O88851,iso,4.767240131,0.678267028
Q9CQV8,ctrl,6.024066647,0.779889768,Q9CRD0,iso,4.773247809,0.678813982
Q8BJ03,ctrl,6.024040469,0.779887881,Q8R550,iso,4.789342559,0.680275901
P05064,ctrl,6.011267046,0.778966022,P12382,iso,4.797463909,0.681011716
P62082,ctrl,5.992247009,0.777589707,Q9JLC8,iso,4.797463909,0.681011716
Q9CRD0,ctrl,5.987510792,0.777246309,P48410,iso,4.801518291,0.681378588
P19001,ctrl,5.985933716,0.777131903,P61014,iso,4.813722659,0.682481065
Q8BFZ3,ctrl,5.985933716,0.777131903,Q7TQI3,iso,4.819848138,0.683033355
P24369,ctrl,5.957687744,0.775077737,Q9WVQ5,iso,4.819848138,0.683033355
O08917,ctrl,5.95766214,0.775075871,Q9D1A2,iso,4.825989226,0.683586348
P26041,ctrl,5.948331565,0.774395168,P07901,iso,4.828039734,0.683770836
Q99KR3,ctrl,5.948331565,0.774395168,Q02357,iso,4.834201728,0.684324769
Q9R0P5,ctrl,5.946775058,0.774281511,Q8R001,iso,4.846573023,0.685434761
Q60668,ctrl,5.945219365,0.774167884,Q8BTM8,iso,4.850710871,0.685805389
Q62219,ctrl,5.942110421,0.773940718,Q7TMM9,iso,4.871540785,0.687666343
P35762,ctrl,5.92656367,0.772802954,Q9Z1T1,iso,4.871540785,0.687666343
P62315,ctrl,5.905004818,0.771220256,P28650,iso,4.875721394,0.688038881
Q3URD3,ctrl,5.905004818,0.771220256,P37040,iso,4.875721394,0.688038881
Q6IRU5,ctrl,5.905004818,0.771220256,Q8BJZ4,iso,4.875721394,0.688038881
P68040,ctrl,5.901962906,0.770996476,Q8C129,iso,4.875721394,0.688038881
P70266,ctrl,5.89275575,0.77031844,O88569,iso,4.884104176,0.688784919
Q80UU9,ctrl,5.880557394,0.769418493,Q91VC9,iso,4.8862216,0.688973159
Q922Q8,ctrl,5.880557394,0.769418493,Q9CZ44,iso,4.889358068,0.689251844
O08582,ctrl,5.868409436,0.768520407,B1AY13,iso,4.896732535,0.689906383
Q99L43,ctrl,5.868409436,0.768520407,P98192,iso,4.896732535,0.689906383
Q8BXK9,ctrl,5.862354259,0.768072059,Q9JJI8,iso,4.900956513,0.690280849
Q91VF2,ctrl,5.862354259,0.768072059,P68037,iso,4.905187784,0.690655638
P47758,ctrl,5.856311565,0.767624174,Q04447,iso,4.911565809,0.691219967
Q61738,ctrl,5.856311565,0.767624174,Q60710,iso,4.913707116,0.691409267
Q76MZ3,ctrl,5.856311565,0.767624174,P08752,iso,4.917960442,0.691785031
Q1XH17,ctrl,5.850281316,0.76717675,O55026,iso,4.937191887,0.693480007
Q91YE8,ctrl,5.847270845,0.766953211,Q9QXB9,iso,4.938264711,0.693574366
P54310,ctrl,5.844214196,0.766726125,Q99LD4,iso,4.939338002,0.693668746
Q6P1F6,ctrl,5.844214196,0.766726125,Q8CGC7,iso,4.941485985,0.693857568
P62827,ctrl,5.832215776,0.765833583,Q9DBH5,iso,4.945787559,0.694235458
P97314,ctrl,5.826235022,0.765387999,Q9CXY6,iso,4.950096628,0.694613677
Q8R2H9,ctrl,5.820266521,0.764942872,Q9JHU2,iso,4.95657433,0.695181623
Q9CQD1,ctrl,5.814310237,0.764498201,Q9JKV1,iso,4.95657433,0.695181623
Q80YV4,ctrl,5.806882003,0.763943001,Q8VDQ1,iso,4.971772929,0.696511285
P47757,ctrl,5.802434166,0.763610222,P17426,iso,4.973967067,0.696702905
Q2NL51,ctrl,5.802434166,0.763610222,Q9QYC0,iso,4.973967067,0.696702905
O55143,ctrl,5.796514305,0.763166912,Q99M01,iso,4.978307523,0.697081721
Q9WV80,ctrl,5.796514305,0.763166912,Q3UHB1,iso,4.98048954,0.697272032
Q02053,ctrl,5.790606511,0.762724054,Q91WU5,iso,4.98269138,0.697463988
Q9DBS1,ctrl,5.784710747,0.762281648,Q9EPC1,iso,4.98269138,0.697463988
O55131,ctrl,5.781767365,0.762060613,Q02053,iso,4.987065024,0.697845031
P31938,ctrl,5.778826977,0.761839691,Q99JW4,iso,4.987065024,0.697845031
Q9JJI8,ctrl,5.778802888,0.761837881,Q8BHN3,iso,4.991446352,0.698226408
Q64737,ctrl,5.76709527,0.760957126,Q8K010,iso,4.995835385,0.69860812
Q8K212,ctrl,5.76709527,0.760957126,Q9JJZ2,iso,5.000232144,0.698990168
Q6P069,ctrl,5.761247262,0.760516515,Q9WV02,iso,5.000232144,0.698990168
Q8C052,ctrl,5.755387207,0.760074547,O35643,iso,5.006841813,0.69956387
Q9QUR6,ctrl,5.755363313,0.760072744,Q9DB29,iso,5.01348711,0.700139903
Q9R190,ctrl,5.755363313,0.760072744,E9Q401,iso,5.017896844,0.700521729
P97765,ctrl,5.743726585,0.759193758,Q14C51,iso,5.017896844,0.700521729
Q9DCB8,ctrl,5.740848526,0.758976088,Q7TQD2,iso,5.017896844,0.700521729
Q8C7X2,ctrl,5.73792585,0.758754932,P18572,iso,5.026776081,0.70128954
Q8R146,ctrl,5.732136819,0.758316548,P97493,iso,5.044665875,0.702832407
Q9CQF9,ctrl,5.732136819,0.758316548,Q921T2,iso,5.044665875,0.702832407
Q01405,ctrl,5.730691386,0.758207021,Q9Z2U0,iso,5.058139325,0.703990788
P68037,ctrl,5.729246682,0.758097522,P24369,iso,5.0694223,0.704958471
Q6GQT9,ctrl,5.720593731,0.757441106,Q9CQB5,iso,5.0694223,0.704958471
A3KMP2,ctrl,5.714839603,0.757004046,P36993,iso,5.071684939,0.705152267
P61161,ctrl,5.714839603,0.757004046,P47809,iso,5.071684939,0.705152267
O54734,ctrl,5.711966877,0.75678568,Q5SSK3,iso,5.071684939,0.705152267
Q8C0I1,ctrl,5.709097039,0.756567425,P56399,iso,5.073949597,0.705346149
Q9EQH3,ctrl,5.709097039,0.756567425,Q99KK7,iso,5.076234867,0.705541708
Q6ZWX6,ctrl,5.706230082,0.756349279,Q9CXI5,iso,5.094422906,0.707094994
Q9CWK8,ctrl,5.697646464,0.755695498,Q9JKB1,iso,5.094422906,0.707094994
Q8R2Q4,ctrl,5.691915014,0.755258407,Q62418,iso,5.099032497,0.70748778
P17427,ctrl,5.681953427,0.75449767,Q9DBC0,iso,5.117384564,0.709048055
Q91YQ5,ctrl,5.680556466,0.754390881,P62082,iso,5.13126878,0.710224764
Q920M5,ctrl,5.679113661,0.754280561,P48036,iso,5.133586975,0.710420924
P35278,ctrl,5.66917361,0.753519757,O35972,iso,5.135907266,0.710617174
Q6PIE5,ctrl,5.66917361,0.753519757,Q8CI51,iso,5.140554147,0.711009938
P63101,ctrl,5.663545546,0.753088397,Q60668,iso,5.149873179,0.711796534
P61222,ctrl,5.663522409,0.753086623,Q6ZPJ3,iso,5.166282301,0.713178134
P56395,ctrl,5.662134495,0.752980181,Q91YE8,iso,5.170984334,0.713573222
Q9Z1E4,ctrl,5.657882463,0.752653921,Q9D1G5,iso,5.173357868,0.713772522
Q9Z2M7,ctrl,5.657882463,0.752653921,Q8CJ53,iso,5.192269286,0.715357208
Q8BU30,ctrl,5.646636204,0.751789808,P58137,iso,5.199396762,0.715952959
Q8VCF0,ctrl,5.641029823,0.751358396,O08600,iso,5.201776938,0.716151725
Q68FD5,ctrl,5.635434564,0.750927411,O70318,iso,5.201776938,0.716151725
Q99JW4,ctrl,5.635434564,0.750927411,Q8BSF4,iso,5.206543834,0.716549529
O70435,ctrl,5.618715189,0.749637018,Q8BFW7,iso,5.213710581,0.717146919
Q8CHS7,ctrl,5.618692416,0.749635258,Q9D6Y9,iso,5.223316671,0.717946356
A2AUC9,ctrl,5.607623945,0.748778882,Q9D1X0,iso,5.2305297,0.718545672
O70209,ctrl,5.602094727,0.748350448,Q99KC8,iso,5.232958225,0.718747268
P08003,ctrl,5.599311589,0.748134636,Q61739,iso,5.235349463,0.718945676
Q8BG05,ctrl,5.59102384,0.747491344,Q5FW52,iso,5.237762677,0.719145817
Q922E4,ctrl,5.59102384,0.747491344,Q3UQN2,iso,5.259602089,0.720952889
Q5SSK3,ctrl,5.580041544,0.746637432,Q8C052,iso,5.259602089,0.720952889
Q922B2,ctrl,5.57048975,0.745893379,O35075,iso,5.269358161,0.721757719
Q922P9,ctrl,5.569102308,0.745785196,Q8R146,iso,5.269358161,0.721757719
Q3UTJ2,ctrl,5.566374197,0.745572398,O88545,iso,5.274249782,0.722160694
A2AN08,ctrl,5.531150447,0.742815471,Q62417,iso,5.279150493,0.722564043
Q3U7R1,ctrl,5.531150447,0.742815471,P05064,iso,5.28406032,0.722967767
Q64514,ctrl,5.504313422,0.740703155,Q65CL1,iso,5.284080461,0.722969422
Q9JKF7,ctrl,5.498985962,0.740282611,Q9D8S4,iso,5.313752879,0.725401353
Q9DBF1,ctrl,5.484388483,0.73912821,P62827,iso,5.318727311,0.725807725
Q8BIW1,ctrl,5.483065281,0.739023417,Q9CQF9,iso,5.323711064,0.726214477
Q8BGK2,ctrl,5.467236521,0.737767863,O54901,iso,5.338718522,0.727437024
P97355,ctrl,5.461980557,0.73735015,Q9DCD0,iso,5.338718522,0.727437024
Q9D517,ctrl,5.461980557,0.73735015,Q9Z0F7,iso,5.338718522,0.727437024
O70493,ctrl,5.446251728,0.736097711,O35955,iso,5.35381083,0.728663022
P48722,ctrl,5.430613228,0.734848873,P50580,iso,5.366453091,0.729687337
P50752,ctrl,5.422838214,0.734226648,Q99PR8,iso,5.366473865,0.729689019
P97384,ctrl,5.420272681,0.734021135,Q149B8,iso,5.369009505,0.729894173
O88544,ctrl,5.415085432,0.733605313,Q99JY9,iso,5.369009505,0.729894173
P61164,ctrl,5.415085432,0.733605313,P97429,iso,5.393239112,0.731849675
Q08857,ctrl,5.399646181,0.732365303,Q9JK42,iso,5.394519309,0.731952752
Q9JI46,ctrl,5.397060516,0.732157288,Q8K273,iso,5.409929214,0.733191583
Q811I0,ctrl,5.394519309,0.731952752,Q9DAR7,iso,5.409929214,0.733191583
Q921T2,ctrl,5.391938551,0.731744934,Q7TNG8,iso,5.420251488,0.734019437
P70168,ctrl,5.384294718,0.731128824,Q920Q6,iso,5.428040334,0.734643066
Q64010,ctrl,5.384294718,0.731128824,Q9CQV5,iso,5.430613228,0.734848873
Q91ZJ5,ctrl,5.381723731,0.7309214,O08553,iso,5.443642622,0.735889606
Q8BZA9,ctrl,5.379196944,0.730717445,O08759,iso,5.446230332,0.736096005
Q9CQN1,ctrl,5.374108813,0.730306456,Q61792,iso,5.451498888,0.736515928
Q60864,ctrl,5.37408798,0.730304772,Q61738,iso,5.459334863,0.737139734
Q9DCZ1,ctrl,5.368988711,0.729892491,Q8VI36,iso,5.459334863,0.737139734
Q9WV35,ctrl,5.366453091,0.729687337,P20152,iso,5.461980557,0.73735015
O55013,ctrl,5.363919864,0.729482281,O54734,iso,5.47250261,0.738185977
Q9D5V5,ctrl,5.361409763,0.729279001,Q6P5E4,iso,5.480420792,0.738813905
P40936,ctrl,5.35886058,0.729072458,Q9CQD1,iso,5.493668806,0.739862474
Q8R3B1,ctrl,5.35886058,0.729072458,P62889,iso,5.498985962,0.740282611
Q8K3C3,ctrl,5.351289523,0.728458448,Q99LP6,iso,5.498985962,0.740282611
P63328,ctrl,5.348770588,0.728253971,Q9CQN1,iso,5.498985962,0.740282611
Q9WUM3,ctrl,5.341227995,0.727641117,P62192,iso,5.520357915,0.741967236
Q6NZC7,ctrl,5.338718522,0.727437024,Q9QUM9,iso,5.520357915,0.741967236
Q9CZW5,ctrl,5.334958731,0.727131064,O08917,iso,5.525770937,0.742392878
P46978,ctrl,5.333706643,0.727029126,Q3TCJ1,iso,5.525770937,0.742392878
Q8BG32,ctrl,5.333706643,0.727029126,Q99JY4,iso,5.53651833,0.743236742
Q00519,ctrl,5.321197595,0.726009386,P61202,iso,5.536540441,0.743238477
Q61879,ctrl,5.313752879,0.725401353,O35206,iso,5.547352006,0.744085725
Q9D666,ctrl,5.313732511,0.725399689,P08074,iso,5.560925987,0.745147115
Q9CPW4,ctrl,5.308787744,0.724995362,P68040,iso,5.569102308,0.745785196
Q8CI94,ctrl,5.305049676,0.724689455,Q99L43,iso,5.580041544,0.746637432
P50580,ctrl,5.303831879,0.724589749,Q80UY1,iso,5.588296742,0.747279459
Q9CR88,ctrl,5.301337141,0.724385424,P26369,iso,5.59102384,0.747491344
Q9WV60,ctrl,5.29884475,0.724181195,P63017,iso,5.593798743,0.747706837
P62196,ctrl,5.291442208,0.723574057,O55143,iso,5.607601262,0.748777125
Q8R0N6,ctrl,5.288979288,0.723371866,P02463,iso,5.607623945,0.748778882
P49312,ctrl,5.279150493,0.722564043,Q8VE62,iso,5.62427728,0.750066724
Q9DBG6,ctrl,5.279150493,0.722564043,P50136,iso,5.629850394,0.750496854
P18572,ctrl,5.271802837,0.721959159,Q9D0I9,iso,5.629850394,0.750496854
P58252,ctrl,5.271802837,0.721959159,P97390,iso,5.632641095,0.750712079
P48787,ctrl,5.264475605,0.721355118,P62874,iso,5.641029823,0.751358396
Q91W90,ctrl,5.264475605,0.721355118,Q1XH17,iso,5.646636204,0.751789808
Q9CZ44,ctrl,5.264475605,0.721355118,Q6P4T2,iso,5.646636204,0.751789808
P26040,ctrl,5.259602089,0.720952889,Q8CIB5,iso,5.646636204,0.751789808
Q8R2G4,ctrl,5.259602089,0.720952889,Q920M5,iso,5.646636204,0.751789808
Q99K48,ctrl,5.259602089,0.720952889,Q9WUQ2,iso,5.646636204,0.751789808
Q6ZWY3,ctrl,5.257168714,0.720751915,O54984,iso,5.652253739,0.75222165
P70170,ctrl,5.249882077,0.720149548,P34022,iso,5.652253739,0.75222165
Q6PAM0,ctrl,5.247457685,0.719948945,P97927,iso,5.657882463,0.752653921
P31230,ctrl,5.245035531,0.719748435,Q8CC35,iso,5.660701031,0.752870218
Q9JHK4,ctrl,5.225699104,0.718144399,P97372,iso,5.662134495,0.752980181
Q91V92,ctrl,5.220897085,0.717745132,P06151,iso,5.663522409,0.753086623
Q80SU7,ctrl,5.211319474,0.716947698,P55096,iso,5.66917361,0.753519757
Q9D773,ctrl,5.211319474,0.716947698,Q8CBY8,iso,5.66917361,0.753519757
Q8VDQ1,ctrl,5.200586578,0.716052331,Q9D8S9,iso,5.66917361,0.753519757
O08663,ctrl,5.192269286,0.715357208,Q6PHZ2,iso,5.6748361,0.753953323
Q8BTZ7,ctrl,5.192269286,0.715357208,Q9JI46,iso,5.680556466,0.754390881
P70268,ctrl,5.182796325,0.714564142,Q9JK53,iso,5.6947676,0.755476005
Q9CWU6,ctrl,5.180414125,0.714364479,P01867,iso,5.697623047,0.755693713
P26516,ctrl,5.178072796,0.714168152,P53986,iso,5.700481359,0.75591153
